Sansa Stark	Meryn Trant
Sansa Stark	Dontos Hollard
Sansa Stark	Shae
Sansa Stark	Tyrion Lannister
Sansa Stark	Septa Mordane
Sansa Stark	Maester Luwin
Sansa Stark	Robert Baratheon
Sansa Stark	Benjen Stark
Arya Stark	Rickon Stark
Arya Stark	Nymeria
Arya Stark	Mycah
Arya Stark	Joffrey Baratheon
Arya Stark	Cersei Lannister
Arya Stark	Myrcella Baratheon
Arya Stark	Tommen Baratheon
Arya Stark	The Hound
Arya Stark	Gendry
Arya Stark	Benjen Stark
Arya Stark	Syrio Forel
Arya Stark	Septa Mordane
Arya Stark	Maester Luwin
Arya Stark	Yoren
Arya Stark	Hot Pie
Arya Stark	Lommy Greenhands
Arya Stark	Jaqen H'ghar
Arya Stark	Rorge
Arya Stark	Biter
Arya Stark	Polliver
Arya Stark	Amory Lorch
Arya Stark	Weasel
Arya Stark	The Tickler
Arya Stark	Tywin Lannister
Arya Stark	Gregor Clegane
Jaime Lannister	Cersei Lannister
Jaime Lannister	Tyrion Lannister
Jaime Lannister	Tywin Lannister
Jaime Lannister	Robert Baratheon
Jaime Lannister	Barristan Selmy
Jaime Lannister	Joffrey Baratheon
Jaime Lannister	Myrcella Baratheon
Jaime Lannister	Tommen Baratheon
Jaime Lannister	Jory Cassel
Jaime Lannister	The Hound
Cersei Lannister 	Tyrion Lannister
Cersei Lannister 	Robert Baratheon
Cersei Lannister 	Joffrey Baratheon
Cersei Lannister 	Myrcella Baratheon
Cersei Lannister 	Tommen Baratheon
Cersei Lannister 	Tywin Lannister
Cersei Lannister 	Ilyn Payne
Cersei Lannister 	Lancel Lannister
Cersei Lannister 	Grand Maester Pycelle
Cersei Lannister 	Janos Slynt
Cersei Lannister 	Stannis Baratheon
Cersei Lannister 	Renly Baratheon
Cersei Lannister 	Petyr Baelish
Cersei Lannister 	Varys
Cersei Lannister	The Hound
Tyrion Lannister	Tywin Lannister
Tyrion Lannister 	Varys
Tyrion Lannister 	Shae
Tyrion Lannister 	Petyr Baelish
Tyrion Lannister 	Bronn
Tyrion Lannister 	Yoren
Tyrion Lannister 	Lysa Arryn
Tyrion Lannister 	Mord
Tyrion Lannister 	Shagga
Tyrion Lannister 	Joffrey Baratheon
Tyrion Lannister 	Robert Baratheon
Tyrion Lannister 	Myrcella Baratheon
Tyrion Lannister 	Tommen Baratheon
Tyrion Lannister 	Lancel Lannister
Tyrion Lannister	Janos Slynt
Robert Baratheon	Joffrey Baratheon
Robert Baratheon	Myrcella Baratheon
Robert Baratheon	Tommen Baratheon
Robert Baratheon	Stannis Baratheon
Robert Baratheon	Renly Baratheon
Robert Baratheon	Jon Arryn
Robert Baratheon	Petyr Baelish
Robert Baratheon	Grand Maester Pycelle
Robert Baratheon	Barristan Selmy
Robert Baratheon	Ilyn Payne
Robert Baratheon	Lancel Lannister
Robert Baratheon	Mhaegen
Robert Baratheon	Barra
Robert Baratheon	Gendry
Joffrey Baratheon	Tywin Lannister
Joffrey Baratheon	Stannis Baratheon
Joffrey Baratheon	Myrcella Baratheon
Joffrey Baratheon	Renly Baratheon
Joffrey Baratheon	Dontos Hollard
Joffrey Baratheon	Meryn Trant
Joffrey Baratheon	The Hound
Joffrey Baratheon	Ilyn Payne
Joffrey Baratheon	Mycah
Joffrey Baratheon	Nymeria
Joffrey Baratheon	Marillion
Joffrey Baratheon	Lancel Lannister
Joffrey Baratheon	Ros
Joffrey Baratheon	Daisy
Joffrey Baratheon	Tommen Baratheon
Stannis Baratheon	Renly Baratheon
Stannis Baratheon	Lady Melisandre
Stannis Baratheon	Maester Cressen
Stannis Baratheon	Davos Seaworth
Stannis Baratheon	Selyse Baratheon
Stannis Baratheon	Shireen Baratheon
Stannis Baratheon	Myrcella Baratheon
Stannis Baratheon	Tommen Baratheon
Stannis Baratheon	Salladhor Saan
Stannis Baratheon	Matthos Seaworth
Renly Baratheon	Loras Tyrell
Renly Baratheon	Tommen Baratheon
Renly Baratheon	Myrcella Baratheon
Renly Baratheon	Janos Slynt
Renly Baratheon	Margaery Tyrell
Renly Baratheon	Brienne of Tarth
Renly Baratheon	Tywin Lannister
Renly Baratheon	Petyr Baelish
Daenerys Targaryen	Khal Drogo
Daenerys Targaryen	Viserys Targaryean
Daenerys Targaryen	Illyrio Mopatis
Daenerys Targaryen	Ser Jorah Mormont
Daenerys Targaryen	Irri
Daenerys Targaryen	Doreah
Daenerys Targaryen	Jhiqui
Daenerys Targaryen	Rakharo
Daenerys Targaryen	Mirri Maz Duur
Daenerys Targaryen	Aggo
Daenerys Targaryen	Kovarro
Ser Jorah Mormont	Khal Drogo
Ser Jorah Mormont	Viserys Targaryean
Ser Jorah Mormont	Illyrio Mopatis
Theon Greyjoy	Asha/Yara Greyjoy
Theon Greyjoy	Balon Greyjoy
Theon Greyjoy	Ros
Theon Greyjoy	Maester Luwin
Theon Greyjoy	Captain's Daughter
Theon Greyjoy	Osha
Lysa Arryn	Jon Arryn
Lysa Arryn	Hoster Tully
Robin Arryn	Jon Arryn
Robin Arryn	Lysa Arryn
Edmure Tully	Hoster Tully
Myrcella Baratheon	Tommen Baratheon
Tywin Lannister	Myrcella Baratheon
Tywin Lannister	The Tickler
Tommen Baratheon	Tywin Lannister
Petyr Baelish	Varys
Petyr Baelish	Mhaegen
Petyr Baelish	Ros
Petyr Baelish	Daisy
Petyr Baelish	Lothar Brune
Petyr Baelish	Grand Maester Pycelle
Grand Maester Pycelle	Ros
Grand Maester Pycelle	Jon Arryn
Mhaegen	Barra
Gendry	Hot Pie
Gendry	Yoren
Gendry	Lommy Greenhands
Petyr Baelish	Gendry
Varys	Illyrio Mopatis
Varys	Grand Maester Pycelle
Varys	Jon Arryn
Illyrio Mopatis	Viserys Targaryean
Illyrio Mopatis	Khal Drogo
Khal Drogo	Viserys Targaryean
Khal Drogo	Cohollo
Khal Drogo	Qotho
Khal Drogo	Haggo
Balon Greyjoy	Asha/Yara Greyjoy
Margaery Tyrell	Loras Tyrell
Selyse Baratheon	Shireen Baratheon
Davos Seaworth	Matthos Seaworth
Davos Seaworth	Salladhor Saan
Meryn Trant	The Hound
Gregor Clegane	Tywin Lannister
Gregor Clegane	The Hound
Irri	Rakharo
Ros	Daisy
Yoren	Hot Pie
Yoren	Lommy Greenhands
Yoren	Jaqen H'ghar
Yoren	Biter
Yoren	Rorge
Yoren	Benjen Stark
Yoren	Captain Jeor Mormont
Rorge	Biter
Rorge	Polliver
Rorge	Jaqen H'ghar
Biter	Jaqen H'ghar
Biter	Polliver
Maester Aemon	Samwell Tarly
Samwell Tarly	Captain Jeor Mormont
Captain Jeor Mormont	Ser Jorah Mormont
Captain Jeor Mormont	Craster
Alliser Thorne	Captain Jeor Mormont
Alliser Thorne	Samwell Tarly
Benjen Stark	Captain Jeor Mormont
Alliser Thorne	Benjen Stark
Maester Aemon	Benjen Stark
Maester Luwin	Septa Mordane
Khal Drogo	Mirri Maz Duur
Rickon Stark	Benjen Stark
Rickon Stark	Osha
Rickon Stark	Maester Luwin
Rickon Stark	Hodor
Mord	Lysa Arryn
Captain Jeor Mormont	Maester Aemon
Selyse Baratheon	Lady Melisandre
Davos Seaworth	Lady Melisandre
Matthos Seaworth	Lady Melisandre
Qorin Halfhand	Captain Jeor Mormont
Qorin Halfhand	Ygritte
Jory Cassel	Rodrik Cassel
Osha	Hodor
Osha	Summer
Osha	Maester Luwin
Pyp	Grenn
Pyp	Samwell Tarly
Pyp	Alliser Thorne
Pyp	Captain Jeor Mormont
Pyp	Maester Aemon
Grenn	Samwell Tarly
Grenn	Alliser Thorne
Grenn	Captain Jeor Mormont
Grenn	Maester Aemon
