Samwell Tarly	Jeor Mormont
Jeor Mormont	Jorah Mormont
Jeor Mormont	Craster
Alliser Thorne	Jeor Mormont
Alliser Thorne	Samwell Tarly
Benjen Stark	Jeor Mormont
Alliser Thorne	Benjen Stark
Aemon Targaryen	Benjen Stark
Maester Luwin	Septa Mordane
Khal Drogo	Mirri Maz Duur
Rickon Stark	Benjen Stark
Rickon Stark	Osha
Rickon Stark	Maester Luwin
Rickon Stark	Hodor
Mord	Lysa Arryn
Jeor Mormont	Aemon Targaryen
Selyse Florent	Melisandre
Davos Seaworth	Melisandre
Matthos Seaworth	Melisandre
Qhorin Halfhand	Jeor Mormont
Qhorin Halfhand	Ygritte
Jory Cassel	Rodrik Cassel
Osha	Hodor
Osha	Summer
Osha	Maester Luwin
Pyp	Grenn
Pyp	Samwell Tarly
Pyp	Alliser Thorne
Pyp	Jeor Mormont
Pyp	Aemon Targaryen
Grenn	Samwell Tarly
Grenn	Alliser Thorne
Grenn	Jeor Mormont
Grenn	Aemon Targaryen
